Country Name,Country Code,Series Name,Series Code,Scale (Precision),2019Q2 [YR2019Q2],2019Q3 [YR2019Q3],2019Q4 [YR2019Q4],2020Q1 [YR2020Q1],2020Q2 [YR2020Q2]
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),285579,271713,278792,264606,299252
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),20184,20132,17849,17158,41016
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),265395,251581,260944,247448,258236
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),114200,107298,110822,112136,113045
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),29617,25560,26631,27474,26159
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),8726,7564,7778,6681,6739
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),5444,3909,4008,6844,5171
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),15447,14088,14845,13949,14249
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),84583,81737,84191,84662,86886
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),55064,52891,54410,53317,54119
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),29378,28606,29583,31164,32582
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),141,240,198,182,185
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),172666,168108,175348,174766,181776
Sweden,SWE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),62622,58165,60493,72190,76505
Sweden,SWE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),50434,51110,54160,45364,45973
Sweden,SWE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),59610,58833,60696,57212,59298
Sweden,SWE,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),910083,888527,888777,878410,900160
Sweden,SWE,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),,,,,
Sweden,SWE,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),,,,,
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),,,,,
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),,,,,
Sweden,SWE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),,,,,
Sweden,SWE,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),433253,416607,423632,400078,417723
Sweden,SWE,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),57521,52666,52502,43257,49070
Sweden,SWE,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),0,0,0,0,0
Sweden,SWE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),311942,303486,308942,296824,307795
Sweden,SWE,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),63790,60455,62188,59997,60857
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),27142,28581,29598,28213,26884
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),43,52,29,42,54
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),43,52,29,42,54
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),27099,28529,29569,28170,26831
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),27099,28529,29569,28170,26831
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),104060,108514,88587,94155,78760
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),99738,104096,84301,89996,74675
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),99738,104096,84301,89996,74675
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),4323,4417,4285,4159,4084
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),4323,4417,4285,4159,4084
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),656720,693322,683674,725540,759109
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),620145,656357,646258,689417,729361
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),620145,656357,646258,689417,729361
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),36575,36965,37416,36123,29748
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),36575,36965,37416,36123,29748
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),507822,516564,518799,511887,516962
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),236987,228100,234441,238468,237628
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),4319,5559,3880,4895,4571
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),7832,8841,9104,11787,12178
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),202772,190498,194041,197282,197096
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),22063,23202,27417,24503,23784
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),270836,288464,284358,273420,279334
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),89407,96738,98574,91788,101538
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),86973,94700,90109,86340,82900
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),94456,97026,95675,95292,94896
Switzerland,CHE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),507250,520679,506749,500390,497091
Switzerland,CHE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),105547,106896,93786,72969,60963
Switzerland,CHE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),246196,247210,250744,250401,260056
Switzerland,CHE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),155507,166573,162219,177020,176072
Switzerland,CHE,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),1802994,1867659,1827407,1860185,1878806
Switzerland,CHE,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,0
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),0,0,0,0,0
Switzerland,CHE,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),,,,,
Switzerland,CHE,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),,,,,
Thailand,THA,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),32963,33968,34228,29740,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),138,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),138,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),32825,33968,34228,29740,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),30169,31332,31527,27014,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),2656,2636,2701,2726,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),5644,4078,3790,2546,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),2098,627,465,355,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),2098,627,465,355,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),3547,3452,3325,2191,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),1351,1323,1345,1332,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),2196,2129,1980,860,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),36605,36425,37674,38731,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),20481,19417,19255,20651,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),4701,4591,4817,5342,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),0,0,6,4,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),13562,12620,12371,12987,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),2218,2205,2060,2318,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),16125,17009,18418,18080,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),452,457,460,460,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),1191,1244,1495,1606,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),14482,15307,16464,16014,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),74416,73465,76330,75432,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),30571,29690,31151,29459,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),457,631,1226,545,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),10009,10299,10825,10062,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),19576,18235,18504,18235,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),529,526,596,617,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),43845,43775,45179,45974,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),0,0,0,0,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),12559,12417,12921,13212,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),30836,30907,31800,32296,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),450,451,458,465,
Thailand,THA,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),0,0,0,0,
