Country Name,Country Code,Series Name,Series Code,Scale (Precision),2019Q2 [YR2019Q2],2019Q3 [YR2019Q3],2019Q4 [YR2019Q4],2020Q1 [YR2020Q1],2020Q2 [YR2020Q2]
"Egypt, Arab Rep.",EGY,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),0,0,0,0,
"Egypt, Arab Rep.",EGY,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),,,,,
"Egypt, Arab Rep.",EGY,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),,,,,
"Egypt, Arab Rep.",EGY,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),,,,,
"Egypt, Arab Rep.",EGY,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),8709,9705,9095,9113,9409
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),0,0,0,0,0
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),,,,,
El Salvador,SLV,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),8709,9705,9095,9113,9409
